Overall Qual,Gr Liv Area,Garage Area,Garage Cars,Total Bsmt SF,1st Flr SF,Year Built,Year Remod/Add,Full Bath,Garage Yr Blt,Mas Vnr Area,TotRms AbvGrd,Id,SalePrice
5,1558,282.0,1.0,910.0,910,1950,1950,1,1950.0,0.0,6,2241,152000
7,1947,678.0,2.0,991.0,991,2004,2005,2,2004.0,0.0,8,71,254900
7,1657,483.0,2.0,832.0,832,1994,1995,2,1994.0,145.0,6,1143,189000
7,2064,550.0,2.0,2048.0,2064,1978,1978,2,1978.0,383.0,7,1021,235000
5,1164,240.0,1.0,1164.0,1164,1950,1950,1,1950.0,0.0,5,1416,125000
7,836,308.0,1.0,836.0,836,1975,1975,1,1975.0,0.0,4,35,120000
1,1600,270.0,1.0,0.0,1600,1951,1951,1,1951.0,0.0,6,2904,81500
6,816,0.0,0.0,816.0,816,1990,1990,1,1990.0,104.0,5,2174,118500
9,1766,478.0,3.0,1766.0,1766,2009,2009,2,2009.0,162.0,7,522,370878
5,2002,871.0,3.0,1001.0,1001,1949,1950,2,1949.0,0.0,8,2211,145000
7,1954,431.0,2.0,798.0,1137,1939,2006,1,1939.0,312.0,8,1539,311500
7,1364,437.0,2.0,1220.0,1364,2006,2006,2,2006.0,14.0,6,2420,210250
7,1861,492.0,2.0,916.0,920,2002,2002,2,2002.0,0.0,8,2779,200000
5,1734,539.0,2.0,0.0,1302,1977,1977,2,1977.0,0.0,8,953,126000
4,1039,281.0,1.0,405.0,717,1900,2003,1,1940.0,0.0,6,658,114000
4,1510,720.0,2.0,677.0,833,1910,1950,2,1974.0,0.0,7,714,87500
8,2541,729.0,3.0,1149.0,1164,2005,2005,3,2005.0,146.0,10,1637,349265
8,1512,845.0,3.0,1512.0,1512,2004,2004,2,2004.0,264.0,6,538,203000
7,1434,527.0,2.0,1454.0,1434,2001,2001,2,2001.0,0.0,6,546,189000
7,1653,628.0,2.0,812.0,812,2003,2003,2,2003.0,0.0,6,533,209000
6,2007,357.0,1.0,917.0,1090,1900,1950,2,1930.0,0.0,8,718,160000
5,1037,431.0,2.0,1037.0,1037,1974,1974,1,1974.0,44.0,5,1830,129000
5,1389,418.0,2.0,1389.0,1389,1974,1975,1,1975.0,0.0,6,2929,170000
5,694,352.0,1.0,440.0,694,1913,2002,1,1990.0,0.0,4,2207,90350
6,1096,0.0,0.0,572.0,572,1924,1950,1,1924.0,0.0,5,1417,79000
5,894,552.0,2.0,894.0,894,1972,1972,1,1975.0,0.0,5,2787,149900
5,864,576.0,2.0,864.0,864,1971,1971,1,1977.0,0.0,5,1037,123000
4,1774,779.0,3.0,1095.0,1095,1900,1950,2,1920.0,0.0,8,2659,87000
6,1118,358.0,1.0,1096.0,1118,1977,1977,1,1977.0,0.0,6,1567,171000
6,1252,288.0,1.0,1032.0,1032,1950,1950,1,1950.0,0.0,6,1225,119000
5,1148,672.0,1.0,1148.0,1148,1959,1959,1,1959.0,0.0,6,685,132500
8,1666,228.0,1.0,588.0,833,1925,1996,1,1925.0,0.0,7,1358,161000
9,1947,725.0,3.0,1357.0,1366,2001,2002,2,2001.0,134.0,7,1461,274000
5,912,336.0,1.0,912.0,912,1967,1967,1,1974.0,0.0,5,221,125000
5,1195,0.0,0.0,1195.0,1195,1946,1950,2,1946.0,0.0,8,2187,98500
8,1624,757.0,3.0,1624.0,1624,1994,1995,2,1994.0,0.0,5,2504,262000
5,914,444.0,2.0,914.0,914,1979,1979,1,1979.0,40.0,5,855,134900
5,1328,308.0,1.0,1350.0,1328,1959,1959,1,1959.0,0.0,5,2258,170000
6,1461,225.0,1.0,686.0,686,1926,1991,1,1926.0,0.0,6,2205,135000
6,2683,473.0,2.0,930.0,1364,1990,1991,2,1990.0,304.0,9,1158,290000
7,1258,462.0,2.0,1246.0,1258,2007,2007,2,2007.0,0.0,6,1741,173500
5,2008,230.0,1.0,896.0,1112,1948,2002,3,1948.0,0.0,8,2735,225000
5,1187,440.0,2.0,864.0,1187,1961,1961,1,1961.0,0.0,6,1888,140500
5,990,299.0,1.0,990.0,990,1994,1994,1,1996.0,0.0,5,2121,126000
8,1586,480.0,2.0,960.0,962,1999,1999,2,1999.0,466.0,7,1176,170000
5,990,576.0,2.0,990.0,990,1995,1995,1,1996.0,0.0,5,2773,156000
5,1600,319.0,1.0,1484.0,1600,1957,1997,1,1957.0,0.0,6,2619,207500
8,1792,590.0,2.0,896.0,896,2007,2007,2,2007.0,0.0,8,1796,255000
4,988,297.0,1.0,462.0,526,1973,1973,1,1973.0,0.0,4,1598,94900
5,1170,338.0,1.0,1170.0,1170,1958,1958,1,1958.0,0.0,6,1965,140000
3,1376,216.0,1.0,738.0,714,1905,1950,1,1930.0,0.0,7,2651,96900
5,1154,480.0,2.0,1154.0,1154,1966,1966,1,1966.0,200.0,6,609,154000
8,1772,816.0,2.0,725.0,909,1910,1999,2,1992.0,0.0,7,1990,184900
10,2084,1220.0,3.0,2078.0,2084,2007,2008,2,2007.0,816.0,7,1053,385000
4,951,327.0,1.0,951.0,951,1936,1950,1,1936.0,0.0,6,2877,106500
8,2687,810.0,3.0,1455.0,1466,2000,2000,2,2000.0,150.0,10,497,327000
9,2490,795.0,3.0,2458.0,2490,2005,2006,2,2005.0,198.0,9,514,468000
6,1666,384.0,1.0,1204.0,1204,1927,1950,1,1927.0,0.0,4,759,135000
6,1141,484.0,2.0,1141.0,1141,2005,2005,1,2005.0,0.0,6,2474,142500
5,1464,470.0,2.0,732.0,732,1968,1968,1,1968.0,0.0,7,1193,141000
5,1347,0.0,0.0,1117.0,820,1910,1991,1,1910.0,0.0,5,1415,107500
5,1282,240.0,1.0,672.0,778,1942,1979,1,1942.0,0.0,4,2048,108500
6,1320,472.0,2.0,636.0,636,1994,1994,2,1994.0,0.0,6,2483,150000
3,936,0.0,0.0,216.0,576,1916,1950,1,1916.0,0.0,6,2883,78000
8,1580,830.0,3.0,1580.0,1580,2007,2008,2,2008.0,186.0,7,1111,235128
7,1824,739.0,2.0,1643.0,1824,1971,2002,2,1971.0,351.0,5,2072,302000
5,1558,440.0,2.0,864.0,1558,1975,2001,2,1975.0,0.0,5,1450,163000
3,640,240.0,1.0,0.0,640,1945,2007,1,1945.0,0.0,5,274,84900
6,1322,440.0,2.0,855.0,855,1974,1974,2,1974.0,0.0,6,413,147000
7,1826,164.0,1.0,910.0,916,1915,2005,1,1915.0,0.0,7,751,155000
7,1339,484.0,2.0,1309.0,1339,1990,1990,2,1990.0,54.0,6,2897,180000
4,1092,0.0,0.0,0.0,372,1930,1950,2,1930.0,0.0,7,207,55000
7,1146,438.0,2.0,868.0,1146,2003,2003,2,2003.0,442.0,6,2269,187500
6,1125,352.0,1.0,1041.0,1125,1976,1976,1,1977.0,255.0,6,891,125000
7,2057,180.0,1.0,1017.0,1020,1936,1987,1,1936.0,0.0,6,2863,250000
5,899,200.0,1.0,481.0,899,1910,1950,1,1930.0,0.0,5,1298,78000
4,1594,0.0,0.0,828.0,828,1910,1996,2,1910.0,0.0,9,1292,118000
8,1694,818.0,3.0,1694.0,1694,2007,2007,2,2007.0,254.0,7,1687,318000
8,1911,471.0,2.0,777.0,1065,1993,1994,2,1993.0,125.0,8,2749,215000
4,672,0.0,0.0,432.0,672,1925,1950,1,1925.0,0.0,4,2875,72000
6,1523,478.0,2.0,1193.0,1523,1976,1976,2,1976.0,160.0,7,1029,180000
6,1651,616.0,2.0,1606.0,1651,1986,1986,2,1986.0,132.0,7,1581,184000
5,1041,270.0,1.0,1041.0,1041,1959,1959,1,1959.0,132.0,6,612,124500
5,1604,576.0,2.0,1604.0,1604,1958,1958,2,1958.0,0.0,8,139,135000
6,1672,240.0,1.0,981.0,1014,1940,1989,1,1940.0,0.0,6,1335,164900
7,1164,528.0,2.0,1164.0,1164,1969,1969,1,1969.0,168.0,6,2531,140000
5,1041,294.0,1.0,1041.0,1041,1958,1958,1,1958.0,0.0,6,681,128000
6,1034,504.0,2.0,450.0,1034,1978,1978,1,1978.0,40.0,6,1383,153000
6,1609,228.0,1.0,796.0,825,1910,1950,1,1910.0,0.0,7,1359,127500
5,1337,264.0,1.0,572.0,1337,1950,2006,1,1950.0,0.0,7,1226,141500
8,2622,712.0,2.0,1463.0,1500,1994,1995,2,1994.0,362.0,9,63,325000
7,1594,472.0,2.0,1594.0,1594,1993,1993,2,1993.0,112.0,6,1869,188500
6,1262,572.0,2.0,1262.0,1262,2006,2006,2,2006.0,68.0,5,2468,185000
6,1175,0.0,0.0,1175.0,1175,2005,2006,1,2005.0,126.0,6,1135,146000
6,1288,280.0,1.0,624.0,664,1917,2007,1,1917.0,0.0,5,719,119000
5,1302,280.0,1.0,630.0,630,1971,1971,2,1991.0,142.0,6,405,112000
8,1247,550.0,2.0,1247.0,1247,2005,2005,1,2005.0,0.0,4,2506,197000
9,2589,831.0,3.0,1738.0,1738,2006,2006,2,2006.0,215.0,11,2380,412083
8,1689,857.0,3.0,1568.0,1689,2002,2002,2,2002.0,148.0,7,1565,271000
7,1405,478.0,2.0,1405.0,1405,2003,2003,2,2003.0,235.0,6,1727,200000
7,1324,585.0,2.0,1228.0,1324,1976,1976,2,1976.0,130.0,5,1661,174000
5,1377,351.0,1.0,1377.0,1377,1960,1960,1,1965.0,0.0,6,1967,156500
6,1756,422.0,2.0,872.0,888,1996,1997,2,1996.0,42.0,7,2267,204000
5,1228,271.0,1.0,1228.0,1228,1966,2006,1,1966.0,0.0,6,1389,149350
5,1008,275.0,1.0,1008.0,1008,1954,1954,1,1954.0,0.0,4,2553,137000
7,2031,541.0,2.0,1153.0,1153,1998,1999,2,1998.0,202.0,8,1459,222500
6,1504,440.0,2.0,752.0,752,2007,2007,2,2007.0,22.0,6,1739,166000
5,936,0.0,0.0,936.0,936,1920,1950,1,1920.0,0.0,5,172,109500
4,1383,498.0,2.0,0.0,1383,1954,1954,1,1980.0,0.0,6,788,122000
5,967,180.0,1.0,967.0,967,1920,1990,1,1920.0,0.0,5,1979,99900
8,1656,826.0,3.0,1656.0,1656,2006,2006,2,2006.0,0.0,7,1801,249700
6,1152,300.0,1.0,1092.0,1152,1950,2004,1,1950.0,0.0,6,931,158500
6,1142,0.0,0.0,1142.0,1142,2005,2005,1,2005.0,0.0,5,2471,139500
6,1403,470.0,2.0,1381.0,1403,2000,2000,2,2000.0,0.0,5,2899,202000
5,1712,588.0,2.0,1626.0,1712,1959,2005,2,2005.0,122.0,8,2544,145000
4,1258,400.0,2.0,1198.0,1258,1969,1969,0,1969.0,0.0,6,1386,108959
5,1687,572.0,2.0,747.0,1687,1948,1950,1,1966.0,0.0,7,315,160000
5,1560,484.0,2.0,1560.0,1560,1958,1958,2,1958.0,260.0,8,1932,128600
7,1935,550.0,2.0,793.0,1142,1976,1976,2,1976.0,233.0,7,1660,197900
7,1083,596.0,2.0,1047.0,1083,1976,1976,1,1976.0,252.0,5,2353,172000
5,907,308.0,1.0,876.0,907,1977,1977,1,1977.0,0.0,5,2139,130000
6,1675,435.0,2.0,1666.0,1675,1999,2000,2,1999.0,0.0,6,1585,195000
5,988,520.0,2.0,988.0,988,1954,1954,1,1954.0,0.0,4,1602,113000
8,1491,490.0,2.0,1491.0,1491,2001,2001,2,2001.0,0.0,7,2888,209000
7,1479,578.0,2.0,1645.0,1479,1987,1989,2,1987.0,310.0,7,965,213500
5,1112,480.0,2.0,631.0,1112,1951,1951,1,1951.0,0.0,5,645,126000
6,1689,480.0,2.0,1436.0,1689,1956,1956,1,1956.0,0.0,7,789,127500
9,1710,557.0,2.0,1710.0,1710,2007,2007,2,2007.0,178.0,6,1015,334000
6,1253,352.0,1.0,1253.0,1253,1960,1960,1,1960.0,212.0,5,1264,157000
5,864,294.0,1.0,864.0,864,1962,1962,1,1962.0,0.0,5,1972,125500
7,1456,410.0,2.0,728.0,728,2005,2005,2,2005.0,0.0,7,1481,189000
7,1217,497.0,2.0,1188.0,1217,1990,1991,2,1990.0,0.0,6,954,173000
7,2646,550.0,2.0,1748.0,2151,1974,1974,2,1974.0,145.0,9,2499,260000
8,1768,578.0,2.0,866.0,866,2007,2007,2,2007.0,0.0,7,824,212000
5,914,576.0,2.0,870.0,914,1996,1996,1,1998.0,0.0,5,2769,148000
6,1775,480.0,2.0,533.0,1131,1964,1964,2,1964.0,0.0,8,123,136300
5,2620,600.0,2.0,1361.0,1361,1977,1977,2,1977.0,1.0,12,1862,190000
5,1627,420.0,2.0,797.0,830,1900,2006,2,1950.0,0.0,10,1308,139500
7,1320,400.0,2.0,660.0,660,2003,2003,2,2003.0,0.0,6,1758,162000
4,1123,264.0,1.0,732.0,772,1939,1950,1,1979.0,0.0,4,2236,100000
5,874,288.0,1.0,864.0,874,1968,2003,1,1968.0,0.0,5,2912,126500
7,2730,576.0,2.0,1502.0,1553,1986,1987,2,1987.0,172.0,8,2093,301000
6,1786,684.0,2.0,824.0,905,1997,1997,2,1997.0,0.0,7,2128,204750
4,1040,420.0,2.0,0.0,1040,1949,1950,2,1956.0,0.0,6,679,90000
5,2350,393.0,2.0,973.0,1377,1920,1960,2,1930.0,0.0,10,1313,130000
5,1770,530.0,2.0,900.0,884,1968,1968,1,1968.0,300.0,7,2534,155000
5,1269,308.0,1.0,1269.0,1269,1960,1960,1,1964.0,0.0,6,1273,155000
5,1039,504.0,2.0,1039.0,1039,1965,1965,1,1965.0,0.0,6,219,131500
6,1520,364.0,1.0,1156.0,1520,1955,1972,1,1955.0,164.0,7,133,153000
8,1704,772.0,3.0,1704.0,1704,2007,2008,2,2008.0,200.0,7,38,306000
9,1686,899.0,3.0,1686.0,1686,2006,2006,2,2006.0,518.0,6,2408,332200
8,1646,800.0,3.0,1638.0,1646,2007,2008,2,2008.0,338.0,7,1575,293077
4,914,270.0,1.0,914.0,914,1961,1961,1,1961.0,0.0,4,1671,128000
6,1616,216.0,1.0,1149.0,1149,1926,2004,2,1926.0,0.0,5,2000,152000
4,1192,0.0,0.0,720.0,720,1949,1950,1,1949.0,0.0,6,2621,135000
6,2210,205.0,1.0,1008.0,1178,1880,1950,2,1930.0,0.0,8,1996,117500
6,1296,576.0,2.0,845.0,866,1927,1950,1,1980.0,0.0,6,1976,127500
8,2497,676.0,2.0,2461.0,2497,1981,1981,2,1981.0,0.0,7,1861,373000
6,1092,0.0,0.0,546.0,546,1970,2007,2,1970.0,0.0,6,1600,98000
7,1652,473.0,2.0,423.0,896,1994,2007,2,1994.0,44.0,6,298,203135
7,1716,512.0,2.0,880.0,909,1996,1996,2,1996.0,0.0,7,875,191000
5,1014,267.0,1.0,0.0,1014,1956,1956,1,1956.0,0.0,6,1205,98000
5,1200,0.0,0.0,1200.0,1200,1987,1988,3,1987.0,0.0,5,763,179000
8,1432,492.0,2.0,1422.0,1432,2006,2006,2,2006.0,206.0,7,512,245000
7,1680,583.0,2.0,1650.0,1680,1998,1999,2,1998.0,0.0,7,592,213250
4,869,390.0,1.0,0.0,869,1948,1950,1,1948.0,0.0,3,1255,89900
7,1718,427.0,2.0,832.0,885,1998,1998,2,1998.0,40.0,7,355,185000
6,1092,264.0,1.0,525.0,525,1973,1973,1,1973.0,567.0,6,1676,113500
3,715,660.0,2.0,715.0,715,1929,1950,1,1967.0,0.0,4,2599,68000
7,1560,573.0,2.0,1560.0,1560,2003,2003,2,2003.0,0.0,7,312,201000
7,1768,603.0,2.0,866.0,866,2005,2005,2,2005.0,0.0,7,1124,226700
10,2290,1174.0,3.0,2320.0,2290,2007,2007,2,2007.0,970.0,7,1702,500067
7,1598,433.0,2.0,848.0,848,2004,2005,2,2004.0,0.0,7,2434,201490
5,990,528.0,2.0,990.0,990,1994,1994,1,1997.0,0.0,5,1432,155000
5,941,564.0,2.0,941.0,941,1978,1978,1,1978.0,124.0,4,689,145000
6,1362,502.0,2.0,611.0,751,1920,1999,2,1920.0,0.0,6,1349,128000
6,1690,442.0,2.0,915.0,940,2000,2000,2,2000.0,0.0,7,1759,187000
6,1072,525.0,2.0,547.0,1072,2005,2006,1,2005.0,80.0,5,893,145500
4,572,200.0,1.0,572.0,572,1925,1950,1,1940.0,0.0,4,944,75000
7,1546,796.0,3.0,1546.0,1546,2005,2006,2,2005.0,204.0,7,2109,217000
7,1346,660.0,3.0,1336.0,1346,2008,2008,2,2008.0,60.0,6,316,220000
6,1790,484.0,2.0,732.0,1012,1972,1972,1,1972.0,288.0,8,2529,165150
6,1026,576.0,2.0,940.0,1026,1978,1978,1,1981.0,0.0,5,1448,147000
7,1504,478.0,2.0,1504.0,1504,1996,1996,2,1996.0,196.0,6,871,203000
5,1700,447.0,2.0,1398.0,1700,1959,1959,1,1959.0,0.0,6,142,165500
3,864,0.0,0.0,864.0,864,1914,1950,1,1914.0,0.0,5,1515,67000
6,1851,440.0,2.0,822.0,1020,1964,1993,2,1964.0,340.0,7,1970,187000
6,1512,440.0,2.0,756.0,756,2000,2000,2,2000.0,513.0,4,572,180000
6,1298,240.0,1.0,651.0,759,1921,2005,2,1994.0,0.0,8,2200,146500
7,1673,583.0,2.0,1673.0,1673,2000,2000,2,2000.0,0.0,7,2147,270000
6,996,564.0,2.0,936.0,996,1992,1992,1,1992.0,0.0,5,249,147000
6,1224,280.0,1.0,816.0,816,1948,2004,1,1950.0,0.0,5,162,132000
4,1374,338.0,1.0,840.0,840,1920,1950,1,1967.0,0.0,6,664,105000
5,1716,0.0,0.0,780.0,936,1912,2000,2,1912.0,0.0,9,1516,135900
8,3279,841.0,3.0,1650.0,1690,2003,2003,3,2003.0,603.0,12,16,538000
7,1143,0.0,0.0,1143.0,1143,2006,2006,1,2006.0,0.0,5,1808,147000
9,1652,840.0,2.0,1652.0,1652,2006,2007,2,2006.0,300.0,6,425,325000
5,1054,240.0,1.0,1046.0,1054,1947,1993,1,1947.0,0.0,6,1372,124000
5,935,288.0,1.0,935.0,935,1965,1965,1,1965.0,114.0,5,2495,137000
4,2377,528.0,2.0,1313.0,1313,1915,1950,2,1954.0,0.0,8,661,142900
5,1122,528.0,2.0,924.0,1122,1948,2005,1,1948.0,0.0,6,1301,147000
5,1180,477.0,2.0,1180.0,1180,1970,1970,1,1970.0,0.0,6,396,128000
7,1690,225.0,1.0,815.0,815,1916,1950,1,1916.0,0.0,7,2663,144000
8,1370,484.0,2.0,1370.0,1370,2006,2006,2,2006.0,178.0,6,50,205000
5,1486,480.0,2.0,1486.0,1486,1964,1999,1,1968.0,0.0,7,886,167000
5,1131,200.0,1.0,676.0,676,1941,1950,1,1941.0,0.0,5,696,66500
8,2799,704.0,3.0,1286.0,1565,1993,1993,2,1993.0,420.0,8,2454,315000
7,1456,440.0,2.0,728.0,728,2006,2006,2,2006.0,0.0,8,2106,155835
8,1734,528.0,2.0,1587.0,1734,1995,1996,2,1995.0,0.0,6,353,239500
9,1531,700.0,3.0,1504.0,1531,2006,2006,2,2006.0,122.0,6,441,300000
8,1922,692.0,3.0,1922.0,1922,2002,2002,2,2002.0,886.0,6,2270,282000
5,1144,336.0,1.0,1144.0,1144,1960,1960,1,1960.0,69.0,6,1924,120000
7,1363,439.0,2.0,1385.0,1363,1954,2005,1,1954.0,0.0,5,1402,241500
9,1866,870.0,3.0,1858.0,1866,2008,2008,2,2008.0,492.0,7,1070,336860
3,1077,210.0,1.0,1007.0,1077,1922,1950,1,1922.0,0.0,6,2696,91000
7,1646,482.0,2.0,1594.0,1646,2004,2005,2,2004.0,174.0,5,1562,250000
7,1248,438.0,2.0,1248.0,1248,2005,2006,2,2005.0,16.0,5,2426,167240
7,1245,495.0,2.0,1235.0,1245,2004,2005,2,2004.0,0.0,5,1162,178000
6,1052,311.0,1.0,1052.0,1052,1963,1963,1,1963.0,203.0,6,1874,127000
6,1829,535.0,2.0,1829.0,1829,1967,1967,2,1967.0,120.0,8,111,218500
4,952,283.0,1.0,952.0,952,1956,1956,1,1956.0,0.0,4,1207,135750
7,1480,620.0,2.0,1480.0,1480,2003,2009,2,2003.0,506.0,7,140,214000
8,1844,620.0,2.0,1844.0,1844,2005,2006,2,2005.0,366.0,7,545,257000
6,1497,672.0,1.0,825.0,825,1937,2000,2,2004.0,0.0,5,1338,157000
5,976,215.0,1.0,976.0,976,1942,1950,1,1942.0,0.0,5,2873,102000
5,964,432.0,2.0,876.0,964,1921,2006,1,1921.0,0.0,5,924,163500
7,1501,577.0,2.0,1490.0,1501,1999,1999,2,1999.0,183.0,6,844,204000
5,1560,313.0,1.0,1150.0,1560,1956,1956,1,1956.0,259.0,7,901,103500
6,3395,0.0,0.0,1440.0,1440,1914,1995,2,1914.0,0.0,14,2195,200000
5,864,399.0,1.0,864.0,864,1958,1958,1,1958.0,0.0,6,2081,118000
7,1525,541.0,2.0,1525.0,1525,2000,2000,2,2000.0,244.0,6,2774,235000
5,1190,540.0,2.0,1106.0,1190,1962,1962,1,1962.0,120.0,6,2573,132500
8,1830,859.0,3.0,1302.0,1302,2006,2006,2,2006.0,0.0,7,1793,221300
7,1500,570.0,2.0,1500.0,1500,2004,2004,2,2004.0,210.0,6,882,190000
7,1762,591.0,2.0,826.0,878,2002,2002,2,2002.0,199.0,6,2791,222000
7,1902,567.0,2.0,1902.0,1902,1959,2002,2,1959.0,0.0,7,297,335000
8,1658,726.0,3.0,1614.0,1658,2008,2008,2,2008.0,294.0,7,509,257500
9,1506,592.0,2.0,1498.0,1506,2008,2008,2,2008.0,284.0,6,1115,264132
5,899,288.0,1.0,864.0,899,1967,2004,1,1967.0,89.0,5,773,130000
5,1654,336.0,1.0,297.0,1001,1930,1982,2,1955.0,0.0,7,732,137000
5,912,360.0,1.0,520.0,912,1930,1995,1,1934.0,0.0,5,1552,99500
5,1373,591.0,2.0,1319.0,1373,1978,1978,1,1978.0,0.0,5,226,160250
7,1709,380.0,2.0,970.0,970,2004,2004,2,2004.0,50.0,7,2830,130000
5,816,100.0,1.0,816.0,816,1922,1950,1,1922.0,0.0,5,2238,75200
6,1091,429.0,1.0,384.0,1091,1993,1996,1,1993.0,0.0,5,982,131250
6,1081,401.0,1.0,1081.0,1081,1960,1993,1,1960.0,276.0,5,1265,148000
5,1020,288.0,1.0,1024.0,1020,1965,1965,2,1965.0,0.0,5,559,124100
7,999,588.0,2.0,944.0,999,1961,2007,1,1961.0,210.0,6,1203,178400
4,1440,0.0,0.0,1440.0,1440,1977,1977,2,1977.0,0.0,8,2083,150000
7,1753,534.0,2.0,853.0,853,1998,1999,2,1998.0,290.0,7,2130,217000
8,1964,760.0,2.0,1100.0,1116,2005,2006,2,2005.0,192.0,8,2455,252000
7,1141,484.0,2.0,1141.0,1141,2006,2006,1,2006.0,0.0,6,535,152000
7,854,576.0,2.0,832.0,854,1929,2001,1,1991.0,0.0,5,2019,132000
6,1182,378.0,1.0,770.0,885,1945,1950,1,1945.0,0.0,5,2655,120000
9,2091,521.0,2.0,1606.0,1625,2005,2006,2,2005.0,385.0,8,2391,338500
4,985,676.0,2.0,576.0,985,1920,1994,1,1989.0,0.0,4,154,105000
7,1446,406.0,2.0,729.0,729,1996,1997,2,1996.0,0.0,6,999,175000
7,2022,505.0,2.0,1160.0,1156,1977,1977,2,1977.0,299.0,8,1400,192000
7,1948,434.0,2.0,847.0,847,2004,2005,2,2004.0,0.0,8,2807,195000
8,1590,676.0,2.0,768.0,786,2008,2008,2,2008.0,0.0,6,516,210000
7,1948,434.0,2.0,847.0,847,2003,2003,2,2003.0,16.0,8,1753,211000
4,1324,240.0,1.0,672.0,757,1936,1950,1,1936.0,0.0,6,734,128000
6,1425,576.0,2.0,1425.0,1425,1964,1964,2,1964.0,272.0,7,1209,180500
5,2337,560.0,2.0,662.0,1422,1900,1950,2,1945.0,0.0,10,1994,90000
5,908,512.0,2.0,822.0,908,1940,1996,1,1975.0,0.0,4,1901,138500
7,1492,440.0,2.0,738.0,738,2006,2006,2,2006.0,0.0,8,2413,169985
5,1150,288.0,1.0,1150.0,1150,1961,1961,1,1961.0,0.0,6,2630,146000
7,2097,678.0,3.0,1080.0,1080,1993,1993,2,1993.0,0.0,9,1428,228000
5,1256,311.0,1.0,1256.0,1256,1959,1959,1,1959.0,0.0,6,1271,159000
8,1939,1053.0,3.0,1095.0,1095,2006,2006,2,2006.0,0.0,8,2464,266000
5,1566,450.0,2.0,816.0,816,1924,1950,1,1976.0,145.0,7,2653,139000
4,784,0.0,0.0,784.0,784,1955,1955,1,1955.0,0.0,4,1505,91900
8,1500,674.0,2.0,1489.0,1500,2006,2006,2,2005.0,132.0,7,2110,212999
9,1850,772.0,3.0,1833.0,1850,2004,2005,2,2004.0,378.0,8,2386,326000
6,1515,393.0,2.0,789.0,813,2004,2004,2,2004.0,0.0,8,1086,179000
8,1537,788.0,3.0,1518.0,1537,2006,2007,2,2007.0,258.0,8,1574,294000
6,987,288.0,1.0,483.0,483,1972,1972,1,1972.0,425.0,5,406,97000
7,1962,868.0,3.0,1391.0,1391,2006,2006,2,2006.0,0.0,7,2757,239799
5,1433,441.0,2.0,1251.0,1433,1961,1990,1,1961.0,0.0,7,2559,161000
6,848,420.0,2.0,848.0,848,2003,2003,1,2003.0,170.0,3,1469,136500
6,987,264.0,1.0,483.0,483,1972,2007,1,1972.0,510.0,5,407,118000
4,845,360.0,2.0,845.0,845,1982,2006,1,1987.0,0.0,4,2300,129500
7,1548,672.0,2.0,952.0,952,1925,2007,2,1978.0,0.0,5,731,205000
8,1694,856.0,3.0,1694.0,1694,2006,2007,2,2006.0,302.0,7,1688,322400
8,1602,810.0,3.0,1578.0,1602,2007,2007,2,2007.0,180.0,7,880,293200
9,1684,564.0,2.0,1684.0,1684,2005,2005,2,2005.0,616.0,6,1074,266000
6,1683,440.0,2.0,918.0,918,1978,1978,2,1978.0,92.0,7,771,172500
5,1869,456.0,2.0,1088.0,1188,1890,1996,1,1963.0,0.0,7,724,124900
6,1432,216.0,1.0,1022.0,1432,1923,1950,1,1923.0,0.0,6,730,149000
7,1414,494.0,2.0,1414.0,1414,2004,2004,2,2004.0,98.0,6,273,185500
8,1358,418.0,2.0,1348.0,1358,2002,2002,1,2002.0,0.0,5,2793,220000
8,1496,474.0,2.0,1496.0,1496,2007,2007,2,2007.0,140.0,7,1789,225000
6,932,306.0,1.0,932.0,932,1950,1950,1,1950.0,0.0,4,1900,124000
3,1040,400.0,2.0,0.0,1040,1950,1950,2,1987.0,0.0,6,677,92900
5,1072,1184.0,5.0,1072.0,1072,1925,1950,1,1982.0,0.0,5,747,126500
4,864,576.0,2.0,864.0,864,1972,1972,1,1980.0,0.0,5,1038,111250
8,2285,648.0,3.0,969.0,997,2000,2000,2,2000.0,72.0,8,1763,248000
5,1117,264.0,1.0,1117.0,1117,1963,1963,1,1963.0,0.0,6,1283,136870
6,848,420.0,2.0,848.0,848,2003,2003,1,2003.0,170.0,4,2803,133000
5,1048,286.0,1.0,1048.0,1048,1956,1956,1,1956.0,120.0,6,1927,135000
4,936,288.0,1.0,936.0,936,1969,1969,1,1969.0,72.0,4,1036,111900
5,1283,506.0,2.0,931.0,1283,1962,1980,1,1980.0,0.0,6,1237,140000
4,1588,680.0,2.0,0.0,1120,1959,1959,2,1991.0,0.0,7,1375,134432
10,2042,724.0,3.0,1742.0,2042,2006,2007,2,2007.0,250.0,8,1643,455000
8,2526,844.0,3.0,1165.0,1203,1994,1994,2,1994.0,391.0,8,2453,290000
7,1873,597.0,2.0,988.0,988,1999,1999,2,1999.0,0.0,7,2129,235500
6,1416,400.0,2.0,780.0,940,1900,2004,1,1956.0,0.0,7,2640,156500
6,1664,460.0,2.0,953.0,953,2000,2000,2,2000.0,0.0,7,2437,172400
9,1792,925.0,3.0,1792.0,1792,2005,2006,2,2005.0,430.0,6,2398,372397
6,2814,614.0,2.0,1077.0,1093,1995,2002,2,1995.0,190.0,9,1420,260000
5,819,0.0,0.0,610.0,819,1919,1950,1,1919.0,0.0,4,2693,72000
